"","HSPP_DW_2155.97","HSPP_DW_2149.95","HSPP_DW_2159.91","HSPP_JY_894.2","HSPP_DW_2158.90","HSPP_DW_2161.93","HSPP_DW_2150.94","HSPP_DW_2157.96","HSPP_DW_2160.92","HSPP_JY_892.1","HSPP_DW_2156.98","Saliva_COVID-19_086","Saliva_COVID-19_078","Saliva_COVID-19_080","Saliva_COVID-19_083","Saliva_COVID-19_085","Saliva_COVID-19_082","Saliva_COVID-19_081","Saliva_COVID-19_087","Saliva_COVID-19_084","Saliva_COVID-19_079"
"Label","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","B","B","B","B","B"
"IPI00455457","-4.417664","-4.417664","-4.417664","-3.718694","-4.417664","-4.417664","-4.417664","-4.417664","-4.417664","-4.417664","-4.417664","-4.417664","-4.417664","-4.417664","-4.417664","-4.417664","-4.417664","-4.417664","-4.417664","-4.417664","-4.417664"
"IPI00455552","-4.477947","-4.477947","-4.477947","-3.612503","-4.477947","-4.477947","-4.477947","-4.477947","-4.477947","-3.778977","-4.477947","-4.477947","-4.477947","-4.477947","-4.477947","-4.477947","-4.477947","-4.477947","-4.477947","-4.477947","-4.477947"
"IPI00455589","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-3.933115","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085","-4.632085"
"IPI00455665","-3.609369","-3.609369","-2.910399","-3.609369","-3.609369","-3.609369","-3.609369","-2.822631","-3.609369","-3.609369","-3.609369","-3.609369","-3.609369","-3.609369","-3.609369","-3.609369","-3.609369","-3.609369","-3.609369","-3.609369","-3.609369"
"IPI00455689","-3.473309","-3.473309","-2.774339","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309","-3.473309"
"IPI00455693","-3.806892","-3.806892","-3.107922","-3.806892","-3.806892","-3.806892","-3.806892","-3.020151","-3.806892","-3.806892","-3.806892","-3.806892","-3.806892","-3.806892","-3.806892","-3.806892","-3.806892","-3.806892","-3.806892","-3.806892","-3.806892"
"IPI00455771","-3.52899","-3.52899","-2.83002","-3.52899","-3.52899","-3.52899","-3.52899","-3.52899","-3.52899","-3.52899","-3.52899","-3.52899","-3.52899","-3.52899","-3.52899","-3.52899","-3.52899","-3.52899","-3.52899","-3.52899","-3.52899"
"IPI00456195","-4.303941","-4.303941","-4.303941","-3.604971","-4.303941","-4.303941","-4.303941","-4.303941","-4.303941","-4.303941","-4.303941","-4.303941","-4.303941","-4.303941","-4.303941","-4.303941","-4.303941","-4.303941","-4.303941","-4.303941","-4.303941"
"IPI00456619","-2.188500","-2.399159","-2.521721","-2.692735","-3.391705","-2.070364","-2.279880","-2.433952","-3.391705","-3.391705","-3.391705","-3.391705","-3.391705","-3.391705","-3.391705","-3.391705","-3.391705","-3.391705","-3.391705","-3.391705","-3.391705"
"IPI00456666","-4.954364","-4.954364","-4.954364","-4.255394","-4.954364","-4.954364","-4.954364","-4.954364","-4.954364","-4.954364","-4.954364","-4.954364","-4.954364","-4.954364","-4.954364","-4.954364","-4.954364","-4.954364","-4.954364","-4.954364","-4.954364"
"IPI00456832","-5.638637","-5.638637","-5.638637","-4.939679","-5.638637","-5.638637","-5.638637","-5.638637","-5.638637","-5.638637","-5.638637","-5.638637","-5.638637","-5.638637","-5.638637","-5.638637","-5.638637","-5.638637","-5.638637","-5.638637","-5.638637"
"IPI00457080","-5.705958","-5.705958","-5.705958","-5.705958","-5.705958","-5.705958","-5.705958","-5.705958","-5.705958","-5.007004","-5.705958","-5.705958","-5.705958","-5.705958","-5.705958","-5.705958","-5.705958","-5.705958","-5.705958","-5.705958","-5.705958"
"IPI00465028","-3.857329","-3.857329","-3.857329","-3.158359","-3.857329","-3.857329","-3.857329","-3.857329","-3.857329","-2.988079","-3.857329","-3.857329","-3.857329","-3.857329","-3.857329","-3.857329","-3.857329","-3.857329","-3.857329","-3.857329","-3.857329"
"IPI00465032","-5.109802","-5.109802","-5.109802","-5.109802","-5.109802","-5.109802","-5.109802","-5.109802","-5.109802","-4.410833","-5.109802","-5.109802","-5.109802","-5.109802","-5.109802","-5.109802","-5.109802","-5.109802","-5.109802","-5.109802","-5.109802"
"IPI00465081","-4.947844","-4.947844","-4.947844","-4.248875","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844","-4.947844"
"IPI00465186","-5.348719","-5.348719","-5.348719","-4.261378","-5.348719","-5.348719","-5.348719","-5.348719","-5.348719","-4.649752","-5.348719","-5.348719","-5.348719","-5.348719","-5.348719","-5.348719","-5.348719","-5.348719","-5.348719","-5.348719","-5.348719"
"IPI00465431","-4.663100","-4.663100","-4.663100","-3.700776","-4.663100","-4.663100","-4.663100","-4.663100","-4.663100","-3.964130","-4.663100","-4.663100","-4.663100","-4.663100","-4.663100","-4.663100","-4.663100","-4.663100","-4.663100","-4.663100","-4.663100"
"IPI00465436","-4.829855","-4.829855","-4.829855","-4.130886","-4.829855","-4.829855","-4.829855","-4.829855","-4.829855","-3.616095","-4.829855","-4.829855","-4.829855","-4.829855","-4.829855","-4.829855","-4.829855","-4.829855","-4.829855","-4.829855","-4.829855"
"IPI00465439","-4.348586","-4.348586","-4.348586","-3.649616","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586","-4.348586"
"IPI00470554","-4.567319","-4.567319","-4.567319","-4.567319","-4.567319","-2.891516","-4.567319","-4.567319","-4.567319","-3.868349","-4.567319","-4.567319","-4.567319","-4.567319","-4.567319","-4.567319","-4.567319","-4.567319","-4.567319","-4.567319","-4.567319"
"IPI00470657","-4.643974","-4.643974","-4.643974","-3.945004","-4.643974","-4.643974","-4.643974","-4.643974","-4.643974","-3.907350","-4.643974","-4.643974","-4.643974","-4.643974","-4.643974","-4.643974","-4.643974","-4.643974","-4.643974","-4.643974","-4.643974"
"IPI00470852","-4.938472","-4.938472","-4.938472","-4.938472","-4.938472","-4.938472","-4.938472","-4.938472","-4.938472","-4.239502","-4.938472","-4.938472","-4.938472","-4.938472","-4.938472","-4.938472","-4.938472","-4.938472","-4.938472","-4.938472","-4.938472"
"IPI00470919","-4.986404","-4.986404","-4.986404","-4.287434","-4.986404","-4.986404","-4.986404","-4.986404","-4.986404","-4.249723","-4.986404","-4.986404","-4.986404","-4.986404","-4.986404","-4.986404","-4.986404","-4.986404","-4.986404","-4.986404","-4.986404"
"IPI00471928","-4.546590","-4.546590","-4.546590","-3.847620","-4.546590","-4.546590","-4.546590","-4.546590","-4.546590","-3.588111","-4.546590","-4.546590","-4.546590","-4.546590","-4.546590","-4.546590","-4.546590","-4.546590","-4.546590","-4.546590","-4.546590"
"IPI00472102","-4.131074","-4.131074","-4.131074","-4.131074","-4.131074","-4.131074","-4.131074","-4.131074","-4.131074","-3.432104","-4.131074","-4.131074","-4.131074","-4.131074","-4.131074","-4.131074","-4.131074","-4.131074","-4.131074","-4.131074","-4.131074"
"IPI00472104","-4.803989","-4.803989","-4.803989","-4.803989","-4.803989","-4.803989","-4.803989","-4.803989","-4.803989","-4.105020","-4.803989","-4.803989","-4.803989","-4.803989","-4.803989","-4.803989","-4.803989","-4.803989","-4.803989","-4.803989","-4.803989"
"IPI00472119","-4.705754","-4.705754","-4.705754","-4.006784","-4.705754","-4.705754","-4.705754","-4.705754","-4.705754","-4.705754","-4.705754","-4.705754","-4.705754","-4.705754","-4.705754","-4.705754","-4.705754","-4.705754","-4.705754","-4.705754","-4.705754"
"IPI00472226","-2.220292","-1.953829","-2.252483","-2.376275","-3.075245","-2.102156","-1.913732","-2.222706","-3.075245","-2.365770","-3.075245","-3.075245","-3.075245","-3.075245","-3.075245","-3.075245","-3.075245","-3.075245","-3.075245","-3.075245","-3.075245"
"IPI00472345","-3.921913","-3.921913","-3.921913","-3.921913","-3.921913","-3.921913","-3.921913","-3.921913","-3.921913","-3.222943","-3.921913","-3.921913","-3.921913","-3.921913","-3.921913","-3.921913","-3.921913","-3.921913","-3.921913","-3.921913","-3.921913"
"IPI00472610","-3.817431","-3.817431","-3.817431","-3.118461","-3.817431","-3.817431","-3.817431","-3.817431","-3.817431","-2.749807","-3.817431","-3.817431","-3.817431","-3.817431","-3.817431","-3.817431","-3.817431","-3.817431","-3.817431","-3.817431","-3.817431"
"IPI00472627","-3.169104","-3.169104","-3.169104","-3.169104","-3.169104","-2.470134","-3.169104","-3.169104","-3.169104","-3.169104","-3.169104","-3.169104","-3.169104","-3.169104","-3.169104","-3.169104","-3.169104","-3.169104","-3.169104","-3.169104","-3.169104"
"IPI00472762","-3.974792","-3.974792","-3.974792","-3.275822","-3.974792","-3.974792","-3.974792","-3.974792","-3.974792","-2.844819","-3.974792","-3.974792","-3.974792","-3.974792","-3.974792","-3.974792","-3.974792","-3.974792","-3.974792","-3.974792","-3.974792"
"IPI00472961","-2.487693","-2.096292","-2.343793","-2.340023","-3.186663","-2.068528","-2.278044","-2.256025","-3.186663","-2.329349","-3.186663","-3.186663","-3.186663","-3.186663","-3.186663","-3.186663","-3.186663","-3.186663","-3.186663","-3.186663","-3.186663"
"IPI00473015","-2.504833","-2.016522","-2.440114","-2.456696","-3.203803","-2.182577","-2.119092","-2.352345","-3.203803","-2.432403","-3.203803","-3.203803","-3.203803","-3.203803","-3.203803","-3.203803","-3.203803","-3.203803","-3.203803","-3.203803","-3.203803"
"IPI00473097","-2.510981","-2.119580","-2.367081","-2.358109","-3.209951","-2.091815","-2.301332","-2.279312","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951","-3.209951"
"IPI00477069","-2.092505","-3.680128","-3.680128","-2.960824","-3.680128","-3.680128","-3.680128","-3.680128","-3.680128","-2.981158","-3.680128","-3.680128","-3.680128","-3.680128","-3.680128","-3.680128","-3.680128","-3.680128","-3.680128","-3.680128","-3.680128"
"IPI00477086","-5.587697","-5.587697","-5.587697","-4.888737","-5.587697","-5.587697","-5.587697","-5.587697","-5.587697","-5.587697","-5.587697","-5.587697","-5.587697","-5.587697","-5.587697","-5.587697","-5.587697","-5.587697","-5.587697","-5.587697","-5.587697"
"IPI00477183","-4.344823","-4.344823","-4.344823","-3.645853","-4.344823","-4.344823","-4.344823","-4.344823","-4.344823","-4.344823","-4.344823","-4.344823","-4.344823","-4.344823","-4.344823","-4.344823","-4.344823","-4.344823","-4.344823","-4.344823","-4.344823"
"IPI00477227","-4.087417","-4.087417","-4.087417","-4.087417","-4.087417","-4.087417","-4.087417","-4.087417","-4.087417","-3.388447","-4.087417","-4.087417","-4.087417","-4.087417","-4.087417","-4.087417","-4.087417","-4.087417","-4.087417","-4.087417","-4.087417"
"IPI00477298","-4.057149","-4.057149","-4.057149","-4.057149","-4.057149","-4.057149","-4.057149","-4.057149","-4.057149","-3.358179","-4.057149","-4.057149","-4.057149","-4.057149","-4.057149","-4.057149","-4.057149","-4.057149","-4.057149","-4.057149","-4.057149"
"IPI00477336","-4.043255","-4.043255","-4.043255","-3.344285","-4.043255","-4.043255","-4.043255","-4.043255","-4.043255","-3.037782","-4.043255","-4.043255","-4.043255","-4.043255","-4.043255","-4.043255","-4.043255","-4.043255","-4.043255","-4.043255","-4.043255"
"IPI00477644","-2.496798","-2.406427","-2.830020","-2.736726","-3.528990","-2.299482","-2.287148","-2.441221","-3.528990","-2.597080","-3.528990","-3.528990","-3.528990","-3.528990","-3.528990","-3.528990","-3.528990","-3.528990","-3.528990","-3.528990","-3.528990"
"IPI00477714","-4.119598","-4.119598","-4.119598","-3.333351","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598","-3.420628","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598"
"IPI00477796","-5.948409","-5.948409","-5.948409","-5.948409","-5.948409","-5.948409","-5.948409","-5.948409","-5.948409","-5.249489","-5.948409","-5.948409","-5.948409","-5.948409","-5.948409","-5.948409","-5.948409","-5.948409","-5.948409","-5.948409","-5.948409"
"IPI00477804","-2.097053","-3.684676","-3.684676","-3.684676","-3.684676","-3.684676","-3.684676","-3.684676","-3.684676","-2.985706","-3.684676","-3.684676","-3.684676","-3.684676","-3.684676","-3.684676","-3.684676","-3.684676","-3.684676","-3.684676","-3.684676"
"IPI00477807","-4.768887","-4.768887","-4.768887","-4.069917","-4.768887","-4.768887","-4.768887","-4.768887","-4.768887","-4.768887","-4.768887","-4.768887","-4.768887","-4.768887","-4.768887","-4.768887","-4.768887","-4.768887","-4.768887","-4.768887","-4.768887"
"IPI00477859","-3.004084","-2.913711","-3.337308","-4.036278","-4.036278","-3.283888","-2.794433","-4.036278","-4.036278","-4.036278","-4.036278","-4.036278","-4.036278","-4.036278","-4.036278","-4.036278","-4.036278","-4.036278","-4.036278","-4.036278","-4.036278"
"IPI00477925","-4.913925","-4.913925","-4.913925","-4.076497","-4.913925","-4.913925","-4.913925","-4.913925","-4.913925","-4.214955","-4.913925","-4.913925","-4.913925","-4.913925","-4.913925","-4.913925","-4.913925","-4.913925","-4.913925","-4.913925","-4.913925"
"IPI00477962","-4.830796","-4.830796","-4.830796","-4.830796","-4.830796","-4.830796","-4.830796","-4.830796","-4.830796","-4.131826","-4.830796","-4.830796","-4.830796","-4.830796","-4.830796","-4.830796","-4.830796","-4.830796","-4.830796","-4.830796","-4.830796"
"IPI00478198","-3.143050","-3.143050","-3.143050","-2.090046","-3.143050","-3.143050","-3.143050","-3.143050","-3.143050","-2.444080","-3.143050","-3.143050","-3.143050","-3.143050","-3.143050","-3.143050","-3.143050","-3.143050","-3.143050","-3.143050","-3.143050"
"IPI00478231","-4.578593","-4.578593","-4.578593","-3.879624","-4.578593","-4.578593","-4.578593","-4.578593","-4.578593","-3.841969","-4.578593","-4.578593","-4.578593","-4.578593","-4.578593","-4.578593","-4.578593","-4.578593","-4.578593","-4.578593","-4.578593"
"IPI00478276","-5.125517","-5.125517","-5.125517","-4.426548","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517","-5.125517"
"IPI00478287","-4.53426","-4.53426","-4.53426","-4.53426","-4.53426","-4.53426","-4.53426","-4.53426","-4.53426","-3.83529","-4.53426","-4.53426","-4.53426","-4.53426","-4.53426","-4.53426","-4.53426","-4.53426","-4.53426","-4.53426","-4.53426"
"IPI00478348","-4.870761","-4.870761","-4.870761","-4.033342","-4.870761","-4.870761","-4.870761","-4.870761","-4.870761","-4.171791","-4.870761","-4.870761","-4.870761","-4.870761","-4.870761","-4.870761","-4.870761","-4.870761","-4.870761","-4.870761","-4.870761"
"IPI00478522","-4.809164","-4.809164","-4.809164","-4.809164","-4.809164","-4.809164","-4.809164","-4.809164","-4.809164","-4.110194","-4.809164","-4.809164","-4.809164","-4.809164","-4.809164","-4.809164","-4.809164","-4.809164","-4.809164","-4.809164","-4.809164"
"IPI00478540","-4.889410","-4.889410","-4.889410","-4.190440","-4.889410","-4.889410","-4.889410","-4.889410","-4.889410","-3.675676","-4.889410","-4.889410","-4.889410","-4.889410","-4.889410","-4.889410","-4.889410","-4.889410","-4.889410","-4.889410","-4.889410"
"IPI00478599","-4.273583","-4.273583","-4.273583","-3.574613","-4.273583","-4.273583","-4.273583","-4.273583","-4.273583","-4.273583","-4.273583","-4.273583","-4.273583","-4.273583","-4.273583","-4.273583","-4.273583","-4.273583","-4.273583","-4.273583","-4.273583"
"IPI00478621","-4.119598","-4.119598","-4.119598","-3.333351","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598","-3.420628","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598","-4.119598"
"IPI00478671","-4.665425","-4.665425","-4.665425","-3.966456","-4.665425","-4.665425","-4.665425","-4.665425","-4.665425","-4.665425","-4.665425","-4.665425","-4.665425","-4.665425","-4.665425","-4.665425","-4.665425","-4.665425","-4.665425","-4.665425","-4.665425"
"IPI00478672","-5.108908","-5.108908","-5.108908","-4.409939","-5.108908","-5.108908","-5.108908","-5.108908","-5.108908","-5.108908","-5.108908","-5.108908","-5.108908","-5.108908","-5.108908","-5.108908","-5.108908","-5.108908","-5.108908","-5.108908","-5.108908"
"IPI00478761","-4.881801","-4.881801","-4.881801","-4.182831","-4.881801","-4.881801","-4.881801","-4.881801","-4.881801","-4.881801","-4.881801","-4.881801","-4.881801","-4.881801","-4.881801","-4.881801","-4.881801","-4.881801","-4.881801","-4.881801","-4.881801"
"IPI00478816","-5.311933","-5.311933","-5.311933","-4.612966","-5.311933","-5.311933","-5.311933","-5.311933","-5.311933","-4.177309","-5.311933","-5.311933","-5.311933","-5.311933","-5.311933","-5.311933","-5.311933","-5.311933","-5.311933","-5.311933","-5.311933"
"IPI00478853","-5.453205","-5.453205","-5.453205","-4.754240","-5.453205","-5.453205","-5.453205","-5.453205","-5.453205","-5.453205","-5.453205","-5.453205","-5.453205","-5.453205","-5.453205","-5.453205","-5.453205","-5.453205","-5.453205","-5.453205","-5.453205"
"IPI00478874","-4.167785","-4.167785","-4.167785","-4.167785","-4.167785","-4.167785","-4.167785","-4.167785","-4.167785","-3.468815","-4.167785","-4.167785","-4.167785","-4.167785","-4.167785","-4.167785","-4.167785","-4.167785","-4.167785","-4.167785","-4.167785"
"IPI00478991","-4.047556","-4.047556","-4.047556","-3.348586","-4.047556","-4.047556","-4.047556","-4.047556","-4.047556","-4.047556","-4.047556","-4.047556","-4.047556","-4.047556","-4.047556","-4.047556","-4.047556","-4.047556","-4.047556","-4.047556","-4.047556"
"IPI00479003","-5.690780","-5.690780","-5.690780","-4.991825","-5.690780","-5.690780","-5.690780","-5.690780","-5.690780","-5.690780","-5.690780","-5.690780","-5.690780","-5.690780","-5.690780","-5.690780","-5.690780","-5.690780","-5.690780","-5.690780","-5.690780"
"IPI00479007","-3.817220","-3.817220","-3.118250","-3.817220","-3.817220","-3.817220","-3.817220","-3.030482","-3.817220","-3.817220","-3.817220","-3.817220","-3.817220","-3.817220","-3.817220","-3.817220","-3.817220","-3.817220","-3.817220","-3.817220","-3.817220"
"IPI00479144","-5.138464","-5.138464","-5.138464","-4.439496","-5.138464","-5.138464","-5.138464","-5.138464","-5.138464","-5.138464","-5.138464","-5.138464","-5.138464","-5.138464","-5.138464","-5.138464","-5.138464","-5.138464","-5.138464","-5.138464","-5.138464"
"IPI00479169","-3.491901","-3.491901","-3.491901","-2.792931","-3.491901","-3.491901","-3.491901","-3.491901","-3.491901","-2.767174","-3.491901","-3.491901","-3.491901","-3.491901","-3.491901","-3.491901","-3.491901","-3.491901","-3.491901","-3.491901","-3.491901"
